block,iucr,primary_type,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,latitude,longitude
108XX S EBERHART AVE,0486,BATTERY,False,True,513,5.0,9.0,49.0,08B,1181499.0,1833286.0,2007,41.697769562,-87.61106347399999
014XX W SUPERIOR ST,0460,BATTERY,False,False,1324,12.0,27.0,24.0,08B,1166339.0,1905110.0,2003,41.895198631999996,-87.664525255
041XX N BELL AVE,0610,BURGLARY,False,False,1912,19.0,47.0,5.0,05,1160624.0,1927379.0,2006,41.956426609,-87.684896479
0000X W TERMINAL ST,0820,THEFT,False,False,1653,16.0,41.0,76.0,06,1101811.0,1934419.0,2015,41.976762981,-87.900983721
047XX W ALTGELD ST,0560,ASSAULT,False,False,2521,25.0,31.0,19.0,08A,1144447.0,1916266.0,2008,41.926252013,-87.744648401
047XX S HOYNE AVE,0486,BATTERY,False,True,931,9.0,12.0,61.0,08B,1163161.0,1873180.0,2016,41.807646938000005,-87.67709342
071XX S PULASKI RD,0486,BATTERY,True,True,833,8.0,13.0,65.0,08B,1150938.0,1857056.0,2009,41.763647551999995,-87.722344693
064XX W FULLERTON AVE,0810,THEFT,False,False,2512,25.0,36.0,19.0,06,1133118.0,1915251.0,2012,41.923672617,-87.78630160600001
064XX S RICHMOND ST,4387,OTHER OFFENSE,False,True,823,8.0,15.0,66.0,26,1157820.0,1861879.0,2017,41.776745672,-87.69698965799999
087XX S MARQUETTE AVE,0810,THEFT,False,False,423,4.0,7.0,46.0,06,1195772.0,1847560.0,2009,41.736598406,-87.558333795
103XX S EBERHART AVE,1480,CONCEALED CARRY LICENSE VIOLATION,True,False,512,5.0,9.0,49.0,15,1181402.0,1836611.0,2017,41.706896035,-87.611316567
099XX S AVENUE H,1811,NARCOTICS,True,False,432,4.0,10.0,52.0,18,1202797.0,1839762.0,2010,41.715023662,-87.532862806
019XX W WASHINGTON BLVD,0420,BATTERY,False,False,1333,12.0,27.0,28.0,04B,1163439.0,1900703.0,2005,41.883167009,-87.675300318
038XX S WESTERN BLVD,5002,OTHER OFFENSE,True,False,913,9.0,12.0,59.0,26,1161152.0,1879244.0,2002,41.824329141,-87.68429392
027XX S WENTWORTH AVE,0890,THEFT,False,False,2113,9.0,11.0,34.0,06,1175402.0,1886187.0,2008,41.843074007,-87.631807419
037XX N PANAMA AVE,1305,CRIMINAL DAMAGE,False,False,1631,16.0,36.0,17.0,14,1121401.0,1923900.0,2003,41.947603662,-87.82916843299999
049XX W BELMONT AVE,051A,ASSAULT,False,False,1634,16.0,30.0,15.0,04A,1142775.0,1920819.0,2004,41.938777229,-87.75067858799999
066XX S RHODES AVE,0610,BURGLARY,False,False,321,3.0,20.0,42.0,05,1181041.0,1861173.0,2007,41.774305285,-87.611884483
0000X W TERMINAL ST,5007,OTHER OFFENSE,True,False,1653,16.0,41.0,76.0,26,1101811.0,1934419.0,2010,41.976762981,-87.900983721
081XX S HARVARD AVE,031A,ROBBERY,False,False,622,6.0,21.0,44.0,03,1175368.0,1851071.0,2011,41.74671292,-87.63298205
050XX S ROCKWELL ST,0890,THEFT,False,False,911,9.0,14.0,63.0,06,1159890.0,1871122.0,2010,41.802067434,-87.68914718
044XX N SIMONDS DR,0820,THEFT,False,False,2313,19.0,46.0,3.0,06,1173033.0,1930592.0,2005,41.964976447,-87.639182385
067XX S HONORE ST,0620,BURGLARY,True,False,726,7.0,15.0,67.0,05,1165181.0,1859914.0,2008,41.771200812,-87.67005996799999
037XX S LANGLEY AVE,0820,THEFT,False,False,212,2.0,4.0,36.0,06,1181315.0,1880133.0,2018,41.82632683,-87.610295415
020XX E 69TH ST,031A,ROBBERY,False,False,331,3.0,5.0,43.0,03,1191206.0,1859626.0,2017,41.769820156,-87.57467201600001
008XX W 15TH PL,0917,MOTOR VEHICLE THEFT,False,False,1232,12.0,25.0,28.0,07,1171160.0,1892692.0,2004,41.861018288000004,-87.647183679
106XX S YATES AVE,2820,OTHER OFFENSE,False,True,434,4.0,10.0,51.0,26,1194343.0,1835040.0,2012,41.702277532,-87.563978981
046XX S PRAIRIE AVE,0470,PUBLIC PEACE VIOLATION,False,True,215,2.0,3.0,38.0,24,1178822.0,1874288.0,2013,41.81034488,-87.61961974100001
014XX N SEDGWICK ST,0460,BATTERY,True,False,1821,18.0,27.0,8.0,08B,1173383.0,1909988.0,2003,41.908430535,-87.638509526
011XX S CANAL ST,0860,THEFT,True,False,124,1.0,2.0,28.0,06,1173303.0,1895451.0,2012,41.868541914,-87.639235361
039XX W MADISON ST,031A,ROBBERY,False,False,1122,11.0,28.0,26.0,03,1150182.0,1899724.0,2002,41.88074915,-87.72400655700001
016XX W 47TH ST,0312,ROBBERY,True,False,924,9.0,3.0,61.0,03,1166298.0,1873549.0,2017,41.80859321,-87.665577234
025XX N KILDARE AVE,2027,NARCOTICS,True,False,2524,25.0,31.0,20.0,18,1147293.0,1916439.0,2002,41.926672649000004,-87.73418615
025XX S KEDZIE AVE,0890,THEFT,False,False,1033,10.0,12.0,30.0,06,1155430.0,1887021.0,2003,41.845786878,-87.70507757
066XX S HERMITAGE AVE,0820,THEFT,True,False,725,7.0,15.0,67.0,06,1165809.0,1860761.0,2008,41.773511779,-87.66773390899999
062XX S HAMLIN AVE,3960,INTIMIDATION,False,False,823,8.0,13.0,65.0,26,1152108.0,1863143.0,2008,41.780328363,-87.717896689
012XX W KINZIE ST,0820,THEFT,False,False,1215,12.0,27.0,28.0,06,1167988.0,1902837.0,2016,41.888925929,-87.65853457899999
085XX S KARLOV AVE,1310,CRIMINAL DAMAGE,False,False,834,8.0,18.0,70.0,14,1150566.0,1847543.0,2014,41.737549484,-87.723955119
043XX S FRANCISCO AVE,031A,ROBBERY,False,False,922,9.0,14.0,58.0,03,1157755.0,1875683.0,2017,41.814627055,-87.69685326700001
107XX S NORMAL AVE,2820,OTHER OFFENSE,False,True,2233,22.0,34.0,49.0,26,1174866.0,1833623.0,2009,41.698844415,-87.635339872
037XX N CALIFORNIA AVE,0460,BATTERY,True,False,1733,17.0,33.0,16.0,08B,1157050.0,1924733.0,2006,41.949239279000004,-87.69810755799999
018XX N KEDZIE AVE,2851,PUBLIC PEACE VIOLATION,False,True,1421,14.0,26.0,22.0,26,1154760.0,1911932.0,2011,41.914158618,-87.706869099
061XX S DR MARTIN LUTHER KING JR DR,0890,THEFT,False,True,313,3.0,20.0,42.0,06,1179977.0,1864295.0,2006,41.782896788,-87.615689372
100XX W OHARE ST,1350,CRIMINAL TRESPASS,True,False,1651,16.0,41.0,76.0,26,1100658.0,1934241.0,2006,41.976290414,-87.905227221
047XX W WELLINGTON AVE,0486,BATTERY,True,True,2521,25.0,31.0,19.0,08B,1144069.0,1919522.0,2011,41.935193906,-87.745955423
037XX W 16TH ST,2024,NARCOTICS,True,False,1014,10.0,24.0,29.0,18,1151525.0,1891781.0,2003,41.858926391,-87.71928377200001
080XX S ASHLAND AVE,0820,THEFT,False,False,611,6.0,21.0,71.0,06,1167069.0,1851501.0,2015,41.748074236,-87.66337939200001
018XX S SPRINGFIELD AVE,0560,ASSAULT,False,True,1014,10.0,24.0,29.0,08A,1150692.0,1890641.0,2011,41.855814400999996,-87.722371238
064XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,False,True,312,3.0,20.0,69.0,08B,1180026.0,1862452.0,2017,41.777838294,-87.615566126
034XX S HERMITAGE AVE,1544,SEX OFFENSE,False,False,922,9.0,11.0,59.0,17,1165243.0,1881990.0,2002,41.83177867,-87.669207449
019XX N ROCKWELL ST,0850,THEFT,False,False,1434,14.0,1.0,22.0,06,1158729.0,1912701.0,2012,41.916188335,-87.692266503
078XX S KENWOOD AVE,0620,BURGLARY,False,False,411,4.0,8.0,45.0,05,1186570.0,1853305.0,2017,41.752585707,-87.591865036
053XX N MILWAUKEE AVE,1320,CRIMINAL DAMAGE,True,False,1622,16.0,45.0,11.0,14,1137143.0,1935535.0,2006,41.979262516,-87.771022977
002XX W MADISON ST,0810,THEFT,False,False,122,1.0,2.0,32.0,06,1174636.0,1900346.0,2013,41.881944424000004,-87.634195294
005XX W ADDISON ST,0520,ASSAULT,True,False,2323,19.0,46.0,6.0,04A,1171672.0,1924515.0,2005,41.948331123,-87.64436603700001
079XX S HALSTED ST,0820,THEFT,False,False,621,6.0,17.0,71.0,06,1172343.0,1852312.0,2012,41.750185415,-87.644029945
035XX S RHODES AVE,0486,BATTERY,False,True,212,2.0,4.0,35.0,08B,1180172.0,1881335.0,2016,41.829651528,-87.614451899
051XX S WOOD ST,0498,BATTERY,True,True,932,9.0,16.0,61.0,04B,1165215.0,1870661.0,2010,41.800691221,-87.66963124
045XX N KILBOURN AVE,0820,THEFT,False,False,1722,17.0,45.0,16.0,06,1145266.0,1929760.0,2008,41.96326527,-87.74129645100001
002XX W 38TH PL,0560,ASSAULT,False,False,915,9.0,3.0,34.0,08A,1175124.0,1879433.0,2014,41.8245467,-87.633029666
057XX S CALUMET AVE,1320,CRIMINAL DAMAGE,True,False,234,2.0,20.0,40.0,14,1179464.0,1866989.0,2003,41.790301117,-87.61748794
009XX N CALIFORNIA AVE,0610,BURGLARY,False,False,1211,12.0,26.0,24.0,05,1157557.0,1905965.0,2017,41.897728149,-87.696756039
027XX N HAMLIN AVE,1152,DECEPTIVE PRACTICE,False,False,2524,25.0,35.0,22.0,11,1150584.0,1917884.0,2007,41.930574114,-87.722055252
061XX S VERNON AVE,0610,BURGLARY,False,False,313,3.0,20.0,42.0,05,1180303.0,1864468.0,2018,41.783364045,-87.61448886299999
016XX N MEADE AVE,1154,DECEPTIVE PRACTICE,False,False,2513,25.0,29.0,25.0,11,1135500.0,1910196.0,2013,41.909759065,-87.777669426
037XX W 83RD PL,1305,CRIMINAL DAMAGE,False,False,834,8.0,18.0,70.0,14,1152911.0,1848951.0,2008,41.741367394,-87.71532652299999
055XX S DAMEN AVE,0430,BATTERY,False,True,715,7.0,15.0,67.0,04B,1163971.0,1867918.0,2013,41.793190357,-87.67427053200001
001XX E 58TH ST,0460,BATTERY,True,False,233,2.0,20.0,40.0,08B,1178411.0,1866600.0,2007,41.789257658000004,-87.621360791
0000X W OHIO ST,0486,BATTERY,False,True,1832,18.0,42.0,8.0,08B,1176068.0,1904190.0,2004,41.892460438,-87.62882118200001
068XX S LOWE AVE,0810,THEFT,False,False,723,7.0,6.0,68.0,06,1173322.0,1859517.0,2002,41.769935237,-87.640229735
030XX W MADISON ST,1513,PROSTITUTION,True,False,1331,12.0,2.0,27.0,16,1155846.0,1899859.0,2004,41.88100737,-87.70320506799999
043XX S PULASKI RD,031A,ROBBERY,False,False,821,8.0,14.0,57.0,03,1150402.0,1875527.0,2005,41.814345251999995,-87.723829326
052XX W PARKER AVE,1365,CRIMINAL TRESPASS,False,False,2514,25.0,31.0,19.0,26,1141075.0,1917786.0,2007,41.930485909,-87.757001525
072XX S WOODLAWN AVE,0460,BATTERY,False,False,324,3.0,5.0,69.0,08B,1185463.0,1857359.0,2005,41.763736382,-87.595794311
116XX S LAFAYETTE AVE,1811,NARCOTICS,True,False,522,5.0,34.0,53.0,18,1178004.0,1827614.0,2009,41.682284480999996,-87.62403122399999
113XX S STEWART AVE,0470,PUBLIC PEACE VIOLATION,True,False,522,5.0,34.0,49.0,24,1175650.0,1829696.0,2016,41.688050668,-87.632586221
080XX S MARYLAND AVE,0273,CRIM SEXUAL ASSAULT,False,False,631,6.0,8.0,44.0,02,1183297.0,1851942.0,2005,41.748922269,-87.603901424
068XX S WABASH AVE,1811,NARCOTICS,True,False,322,3.0,20.0,69.0,18,1177904.0,1859703.0,2014,41.770343087,-87.62342855600001
061XX S COTTAGE GROVE AVE,1330,CRIMINAL TRESPASS,True,False,313,3.0,20.0,42.0,26,1182621.0,1864425.0,2011,41.783192557,-87.605991715
069XX S NORMAL BLVD,502P,OTHER OFFENSE,False,False,732,7.0,6.0,68.0,26,1174144.0,1859000.0,2004,41.768498312,-87.637231984
046XX W ADAMS ST,0560,ASSAULT,False,True,1113,11.0,28.0,25.0,08A,1145367.0,1898719.0,2008,41.878083759,-87.74171246200001
014XX W 72ND ST,0486,BATTERY,True,True,734,7.0,17.0,67.0,08B,1167555.0,1856989.0,2007,41.76312366,-87.661441472
058XX S KEDZIE AVE,0910,MOTOR VEHICLE THEFT,False,False,822,8.0,14.0,63.0,07,1156048.0,1865785.0,2011,41.787500107,-87.70338089299999
012XX W DIVERSEY PKWY,0810,THEFT,False,False,1932,19.0,32.0,6.0,06,1167569.0,1918728.0,2012,41.932540837,-87.65961491600001
048XX N HERMITAGE AVE,2820,OTHER OFFENSE,False,True,2032,20.0,47.0,3.0,26,1163921.0,1932398.0,2018,41.970129865,-87.672633596
010XX W 59TH ST,0610,BURGLARY,False,False,712,7.0,16.0,68.0,05,1170507.0,1865694.0,2010,41.786947449,-87.650368475
043XX W WILCOX ST,0486,BATTERY,False,True,1115,11.0,28.0,26.0,08B,1147514.0,1898984.0,2009,41.878770067,-87.733822305
054XX S AVERS AVE,1365,CRIMINAL TRESPASS,True,False,822,8.0,23.0,62.0,26,1151631.0,1868218.0,2009,41.794264292,-87.719512639
058XX S DR MARTIN LUTHER KING JR DR,141A,WEAPONS VIOLATION,True,False,234,2.0,20.0,40.0,15,1179923.0,1866311.0,2011,41.788430122,-87.61582567100001
035XX W MC LEAN AVE,2825,OTHER OFFENSE,False,False,1413,14.0,26.0,22.0,26,1152773.0,1913401.0,2018,41.918229278000005,-87.71413008
043XX S CALUMET AVE,1320,CRIMINAL DAMAGE,False,False,215,2.0,3.0,38.0,14,1179156.0,1876328.0,2018,41.815935193,-87.618332425
064XX S MAY ST,1822,NARCOTICS,True,False,724,7.0,16.0,68.0,18,1169756.0,1862172.0,2002,41.777298998,-87.653224184
030XX S LAWNDALE AVE,0320,ROBBERY,False,False,1031,10.0,22.0,30.0,03,1152188.0,1884062.0,2005,41.837731477,-87.717053437
001XX N LEAVITT ST,0620,BURGLARY,False,False,1223,12.0,2.0,28.0,05,1161718.0,1901120.0,2013,41.884347331,-87.681608295
009XX N RIDGEWAY AVE,0486,BATTERY,False,False,1112,11.0,27.0,23.0,08B,1151211.0,1906053.0,2004,41.898096474,-87.720062031
012XX N LA SALLE DR,0486,BATTERY,True,True,1821,18.0,43.0,8.0,08B,1174910.0,1908582.0,2016,41.904538325,-87.63294231299999
002XX N COLUMBUS DR,1563,SEX OFFENSE,False,False,114,1.0,42.0,32.0,17,1178302.0,1901916.0,2018,41.886169843000005,-87.620686081
081XX S SOUTH CHICAGO AVE,0460,BATTERY,False,False,414,4.0,8.0,45.0,08B,1190162.0,1851155.0,2016,41.746600212,-87.578771154
003XX E 18TH ST,0820,THEFT,False,False,133,1.0,2.0,33.0,06,1178509.0,1891626.0,2006,41.857928781,-87.62023985799999
068XX N RIDGE BLVD,1811,NARCOTICS,True,False,2424,24.0,49.0,1.0,18,1161734.0,1945276.0,2006,42.005513555,-87.680314231
015XX W DIVISION ST,0810,THEFT,False,False,1424,14.0,1.0,24.0,06,1165699.0,1908078.0,2007,41.903356699,-87.66679111299999
051XX W 55TH ST,0820,THEFT,False,False,814,8.0,23.0,56.0,06,1142940.0,1867661.0,2014,41.79290166,-87.75139652899999
080XX S DREXEL AVE,4387,OTHER OFFENSE,True,True,631,6.0,8.0,44.0,26,1183631.0,1851847.0,2015,41.748653803,-87.602680492
068XX W BARRY AVE,0810,THEFT,False,False,2511,25.0,36.0,18.0,06,1130116.0,1919843.0,2008,41.936325645,-87.797226811
005XX W SURF ST,0820,THEFT,False,False,1934,19.0,44.0,6.0,06,1172497.0,1919410.0,2016,41.934304581,-87.64148498200001
012XX S SPAULDING AVE,0460,BATTERY,False,True,1022,10.0,24.0,29.0,08B,1154560.0,1894222.0,2005,41.865564662,-87.70807797399999
002XX E 37TH ST,0460,BATTERY,False,False,211,2.0,3.0,35.0,08B,1178665.0,1880515.0,2006,41.827435856,-87.620005983
027XX N SPAULDING AVE,1582,OFFENSE INVOLVING CHILDREN,False,True,1412,14.0,35.0,22.0,17,1153831.0,1918201.0,2014,41.931379843,-87.71011472299999
001XX E HURON ST,0870,THEFT,False,False,1834,18.0,42.0,8.0,06,1177499.0,1905109.0,2015,41.894949856,-87.62353785
069XX S DANTE AVE,0460,BATTERY,False,True,332,3.0,5.0,43.0,08B,1187162.0,1859095.0,2002,41.768459976,-87.589512168
068XX S THROOP ST,0486,BATTERY,False,False,724,7.0,17.0,67.0,08B,1168836.0,1859506.0,2003,41.770003078,-87.656673794
016XX E 73RD ST,502R,OTHER OFFENSE,True,False,324,3.0,5.0,43.0,26,1188384.0,1856905.0,2002,41.76242134,-87.585102838
016XX W BERTEAU AVE,1320,CRIMINAL DAMAGE,False,False,1923,19.0,47.0,6.0,14,1164752.0,1927962.0,2008,41.957939673,-87.66970431200001
049XX S STATE ST,0486,BATTERY,False,True,231,2.0,3.0,38.0,08B,1177111.0,1872201.0,2002,41.804656783,-87.625958436
065XX W MONTROSE AVE,0610,BURGLARY,False,False,1632,16.0,38.0,17.0,05,1131765.0,1928528.0,2007,41.960129784,-87.790964464
124XX S NORMAL AVE,5002,OTHER OFFENSE,False,True,523,5.0,34.0,53.0,26,1175221.0,1822479.0,2006,41.668255645,-87.63437107899999
067XX S HALSTED ST,2027,NARCOTICS,True,False,723,7.0,6.0,68.0,18,1172128.0,1860266.0,2018,41.772016903,-87.64458443
064XX S RICHMOND ST,0266,CRIM SEXUAL ASSAULT,True,True,823,8.0,15.0,66.0,02,1157822.0,1861791.0,2017,41.776504146,-87.696984714
049XX N WINTHROP AVE,1130,DECEPTIVE PRACTICE,False,False,2033,20.0,48.0,3.0,11,1167972.0,1933275.0,2004,41.972449688000005,-87.65771251299999
045XX S TROY ST,0910,MOTOR VEHICLE THEFT,False,False,912,9.0,14.0,58.0,07,1156133.0,1874271.0,2011,41.810785154,-87.70284101
087XX S STATE ST,0915,MOTOR VEHICLE THEFT,False,False,634,6.0,21.0,44.0,07,1177810.0,1847135.0,2003,41.735857166,-87.624152861
075XX N SHERIDAN RD,0460,BATTERY,False,False,2422,24.0,49.0,1.0,08B,1165632.0,1950070.0,2006,42.018585888000004,-87.66583567200001
051XX W HARRISON ST,2022,NARCOTICS,True,False,1533,15.0,29.0,25.0,18,1142057.0,1896829.0,2012,41.872959326,-87.753913008
029XX S WALLACE ST,0890,THEFT,False,False,923,9.0,11.0,60.0,06,1172773.0,1885389.0,2008,41.84094275,-87.641478729
030XX N GRESHAM AVE,0320,ROBBERY,False,False,1412,14.0,35.0,21.0,03,1152810.0,1920116.0,2010,41.936655059,-87.713815884
080XX S HONORE ST,1310,CRIMINAL DAMAGE,False,False,611,6.0,18.0,71.0,14,1165418.0,1851347.0,2007,41.747686755,-87.66943356600001
020XX W 70TH PL,0486,BATTERY,False,True,735,7.0,17.0,67.0,08B,1164002.0,1857903.0,2004,41.765707221,-87.67443825
063XX S ADA ST,0620,BURGLARY,False,False,724,7.0,16.0,67.0,05,1168414.0,1862718.0,2003,41.778826309,-87.658128229
041XX N LAWNDALE AVE,0850,THEFT,False,False,1723,17.0,33.0,16.0,06,1150987.0,1927170.0,2008,41.95604773,-87.72033027200001
004XX N WELLS ST,1320,CRIMINAL DAMAGE,False,False,1831,18.0,42.0,8.0,14,1174661.0,1903052.0,2016,41.889369287,-87.634022523
030XX S WALLACE ST,2825,OTHER OFFENSE,False,False,923,9.0,11.0,60.0,26,1172786.0,1884841.0,2004,41.839438705,-87.64144722399999
028XX W HENDERSON ST,2820,OTHER OFFENSE,False,True,1733,17.0,33.0,21.0,26,1156775.0,1922046.0,2005,41.941871561999996,-87.69919149200001
026XX N WESTERN AVE,1330,CRIMINAL TRESPASS,True,False,1411,14.0,1.0,22.0,26,1159915.0,1917314.0,2008,41.928822325,-87.687781609
048XX W FLETCHER ST,0486,BATTERY,True,True,2521,25.0,31.0,19.0,08B,1143495.0,1920504.0,2010,41.93789938,-87.748040283
020XX W FOSTER AVE,1750,OFFENSE INVOLVING CHILDREN,False,False,2012,20.0,40.0,4.0,20,1161864.0,1934529.0,2004,41.97602070000001,-87.68013752899999
057XX S CICERO AVE,0820,THEFT,False,False,813,8.0,23.0,56.0,06,1145654.0,1866253.0,2014,41.788987036,-87.74147999
072XX S EUCLID AVE,0560,ASSAULT,False,False,333,3.0,5.0,43.0,08A,1190293.0,1857449.0,2012,41.763868341999995,-87.578088688
016XX N MAPLEWOOD AVE,1506,PROSTITUTION,True,False,1434,14.0,1.0,24.0,16,1159114.0,1910825.0,2004,41.911032541,-87.690903656
051XX S WOOD ST,1310,CRIMINAL DAMAGE,False,False,932,9.0,16.0,61.0,14,1165218.0,1870553.0,2007,41.800394792,-87.669623296
036XX W GEORGE ST,0610,BURGLARY,False,False,2523,25.0,35.0,21.0,05,1151714.0,1919041.0,2011,41.933726835,-87.71787220700001
001XX W MADISON ST,0810,THEFT,False,False,113,1.0,42.0,32.0,06,1174945.0,1900351.0,2005,41.881951231,-87.63306051200001
001XX S SACRAMENTO BLVD,2027,NARCOTICS,True,False,1124,11.0,28.0,27.0,18,1156413.0,1899073.0,2008,41.878839066,-87.70114433399999
028XX S HILLOCK AVE,0820,THEFT,False,False,913,9.0,11.0,60.0,06,1167386.0,1886078.0,2012,41.842950807,-87.66122719299999
024XX N CENTRAL AVE,0486,BATTERY,False,True,2515,25.0,30.0,19.0,08B,1138633.0,1915735.0,2018,41.924902435999996,-87.76602531299999
013XX W 108TH PL,0486,BATTERY,False,True,2234,22.0,34.0,75.0,08B,1169421.0,1832817.0,2013,41.696751985,-87.65530012100001
036XX W POLK ST,0910,MOTOR VEHICLE THEFT,False,False,1133,11.0,24.0,27.0,07,1152145.0,1896121.0,2013,41.870823656,-87.71689355
084XX S BURNHAM AVE,0486,BATTERY,False,False,423,4.0,7.0,46.0,08B,1196291.0,1849582.0,2017,41.742134096,-87.556365508
033XX N LINCOLN AVE,0810,THEFT,False,False,1924,19.0,32.0,6.0,06,1164649.0,1922136.0,2008,41.941955037,-87.67024868200001
084XX S SANGAMON ST,031A,ROBBERY,False,False,613,6.0,21.0,71.0,03,1171448.0,1848967.0,2007,41.741025918000005,-87.64740732899999
007XX N ADA ST,0560,ASSAULT,False,False,1324,12.0,27.0,24.0,08A,1167195.0,1905147.0,2005,41.895281809000004,-87.661380334
011XX N MONTICELLO AVE,2024,NARCOTICS,True,False,1112,11.0,27.0,23.0,18,1151833.0,1907354.0,2014,41.901654321,-87.717743176
063XX N LEAVITT ST,0910,MOTOR VEHICLE THEFT,False,False,2413,24.0,50.0,2.0,07,1160502.0,1941881.0,2011,41.996223264,-87.68494145
004XX W ARMITAGE AVE,0820,THEFT,False,False,1813,18.0,43.0,7.0,06,1173111.0,1913587.0,2007,41.918312406,-87.639401742
012XX W RACE AVE,1305,CRIMINAL DAMAGE,False,False,1324,12.0,27.0,24.0,14,1168220.0,1903894.0,2008,41.891821401,-87.657652024
085XX S COMMERCIAL AVE,1811,NARCOTICS,True,False,423,4.0,10.0,46.0,18,1197629.0,1848907.0,2007,41.740248589000004,-87.55148567100001
068XX S DANTE AVE,0460,BATTERY,False,False,332,3.0,5.0,43.0,08B,1187139.0,1859989.0,2015,41.770913736,-87.589568135
020XX S MICHIGAN AVE,0460,BATTERY,False,False,132,1.0,2.0,33.0,08B,1177528.0,1890620.0,2013,41.855190551,-87.623871195
081XX S RICHMOND ST,1320,CRIMINAL DAMAGE,False,False,835,8.0,18.0,70.0,14,1158129.0,1850433.0,2008,41.745329819,-87.69616767
007XX E 44TH ST,1811,NARCOTICS,True,False,222,2.0,4.0,38.0,18,1181916.0,1875999.0,2009,41.814968926999995,-87.608218491
001XX E 51ST ST,0460,BATTERY,False,False,224,2.0,3.0,38.0,08B,1178132.0,1871244.0,2015,41.802007569000004,-87.622242931
030XX W FLETCHER ST,1780,OFFENSE INVOLVING CHILDREN,False,True,1411,14.0,33.0,21.0,26,1155586.0,1920789.0,2008,41.938446318000004,-87.703595526
008XX W FULTON MARKET,0810,THEFT,False,False,1212,12.0,27.0,28.0,06,1170581.0,1902075.0,2010,41.886778600999996,-87.64903445799999
030XX N CICERO AVE,1110,DECEPTIVE PRACTICE,False,False,2521,25.0,31.0,19.0,11,1143852.0,1919599.0,2005,41.935409279,-87.74675098
039XX N AVONDALE AVE,0810,THEFT,False,False,1731,17.0,38.0,16.0,06,1147880.0,1926160.0,2006,41.953336629,-87.73177850399999
006XX N ALBANY AVE,0486,BATTERY,False,True,1313,12.0,27.0,23.0,08B,1155596.0,1904144.0,2005,41.892770858,-87.704007663
090XX S LOOMIS ST,0486,BATTERY,False,True,2222,22.0,21.0,73.0,08B,1168581.0,1844845.0,2007,41.729776785,-87.658030309
016XX E 95TH ST,0820,THEFT,False,False,431,4.0,7.0,51.0,06,1188709.0,1842306.0,2009,41.722352508,-87.584377376
048XX S WOOD ST,0486,BATTERY,False,True,931,9.0,20.0,61.0,08B,1165165.0,1872583.0,2004,41.805966475,-87.669760189
009XX E 93RD ST,0820,THEFT,False,False,413,4.0,8.0,47.0,06,1184011.0,1843504.0,2018,41.72575083,-87.601548
003XX N LOCKWOOD AVE,143A,WEAPONS VIOLATION,False,False,1523,15.0,28.0,25.0,15,1140979.0,1901859.0,2009,41.886782186,-87.757747055
026XX S CENTRAL PARK AVE,0560,ASSAULT,True,True,1032,10.0,22.0,30.0,08A,1152793.0,1886297.0,2013,41.843852661999996,-87.714774336
047XX W GRACE ST,0486,BATTERY,True,True,1731,17.0,38.0,15.0,08B,1144039.0,1924840.0,2008,41.949787549,-87.745931749
057XX N WINTHROP AVE,0460,BATTERY,False,False,2022,20.0,48.0,77.0,08B,1167829.0,1938251.0,2008,41.986107061999995,-87.65809410700001
0000X N KEDZIE AVE,031A,ROBBERY,False,False,1331,12.0,28.0,27.0,03,1155039.0,1900274.0,2010,41.882162393,-87.706157194
039XX W DIVISION ST,2027,NARCOTICS,True,False,2535,25.0,27.0,23.0,18,1150034.0,1907718.0,2018,41.902688408,-87.72434167
049XX S RACINE AVE,0440,BATTERY,False,False,921,9.0,16.0,61.0,08B,1169156.0,1872074.0,2004,41.804484236,-87.655137419
130XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,False,True,533,5.0,9.0,54.0,08B,1180907.0,1818839.0,2009,41.658138493,-87.613672862
078XX S VINCENNES AVE,1811,NARCOTICS,True,False,621,6.0,17.0,69.0,18,1175047.0,1852731.0,2011,41.751275329,-87.63410883899999
061XX W GRAND AVE,031A,ROBBERY,False,False,2512,25.0,29.0,19.0,03,1134897.0,1914408.0,2011,41.921327998,-87.779784765
020XX N BURLING ST,0320,ROBBERY,False,False,1812,18.0,43.0,7.0,03,1170950.0,1913843.0,2015,41.919062591,-87.647333823
002XX W 47TH ST,0870,THEFT,False,False,925,9.0,3.0,37.0,06,1175476.0,1873816.0,2017,41.809125265,-87.63190650799999
024XX W POLK ST,1320,CRIMINAL DAMAGE,False,False,1135,11.0,2.0,28.0,14,1160200.0,1896299.0,2006,41.871149562,-87.687315834
053XX W LE MOYNE ST,2820,OTHER OFFENSE,False,True,2532,25.0,37.0,25.0,26,1140559.0,1909460.0,2016,41.907647959,-87.75910260299999
063XX S WHIPPLE ST,0486,BATTERY,True,True,823,8.0,15.0,66.0,08B,1157140.0,1862458.0,2009,41.778348314,-87.69946688700001
068XX S TALMAN AVE,0486,BATTERY,False,True,831,8.0,15.0,66.0,08B,1159887.0,1859251.0,2017,41.769491841,-87.689484191
015XX S RIDGEWAY AVE,051A,ASSAULT,False,True,1014,10.0,24.0,29.0,04A,1151626.0,1892250.0,2016,41.8602114,-87.718900712
0000X N CICERO AVE,1310,CRIMINAL DAMAGE,False,False,1113,11.0,28.0,25.0,14,1144384.0,1899771.0,2008,41.880989111999995,-87.745295384
